Show,Review,Rating
The Witcher,"This show is badass. I played all the games and it lives up to those which were great. Henry Cavill is perfect as the Witcher, and the effects and story are awesome. Watch it!",9
The Witcher,"Timelines are too messy with no clear distinction
Off-putting character inaccuracies
Felt like Witcher had lesser screen-time in his own show than other characters
2/8 episodes were above average quality",6
The Witcher,"As a fan of complex and convoluted story-telling, I am very disappointed in what and how they managed to show in this 1st season.
But first, the good. I never thought I'd say this, but Cavill!!! He really makes a great Geralt! It's obvious he played the games and nailed the dry humor and sarcastic looks, even the voice. He really carries the whole show.
The fight scenes are very good, the cinematography is excellent and the sets, costumes and music really bring the world alive in a beautiful way.
However, here's the bad news: the story is chaotic, with a weird pacing and it just lacks the spark!
They chose to present separate plot lines in parallel to bring them together towards the end, which is fine, but the chronological order is extremely chaotic and hard to follow even for someone who already knows the story and the universe. They don't set a basic timeline, don't say when and where the action is happening, even if it jumps back and forth 30-40 years into the past or future from one scene to another.
By the end of episode 4 (half the season)none of the major character's had met each other or have done so very briefly, they hadn't explained what Witchers are, how they came to be, they through expressions like ""conjunction of spheres"", elder language/blood, but none of it is explained. They just somehow assume we know it already! Yes, the ones that read the books/played the games, sure. but the rest? They'd get super confused.
And honestly, the whole thing lacks something to make it immersing and engaging. I know the universe is huge, there are many books and stories to choose from, but I think if they tried to cram less into 8 episodes and make everything more clear and easily digestible, it would've been much more powerful.
Also, without spoiling it, the whole explanation for why sorceresses can't conceive is just stupid ans an excuse for a shocking scene. And no, I am not squimish and I don't mind the gore, just the unnecessary one. The second part of the scene, in parallel with the other fight, though, made a very powerful sequence which I liked a lot.
All in all better than expected in some aspects, failed to deliver in others, but overall overwhelming in a bad way for newcomers to the universe.",7
The Witcher,"We only made it 20 minutes into the first episode when my wife declared ""I'm going to bed, this is stupid and boring"". I agreed, and now we're both in bed. Netflix is obviously paying for all these good reviews here.",2
The Witcher,"I don't understand why so many people rate this show 9 and 10. I want a new season too but we gotta be honest so that they can make the show better.Pros: good fighting scenes, good acting, story somewhat close to the novels. 
Cons: timeline is just messy. I mean the book can pull that off but a show? I don't think so. Also Gerald and Yennefer romance develops too fast. Nilfgaardian armor looks like trash. Also, too much emphasis on the mage. True the books cover mage and politics in length but this is a show with limited run time, personally I think it could be beneficial to shift more focus on Gerald and his witchering.I don't even want to touch those subtle sjw clues, ew.",7
The Witcher,"The Witcher not only honors the source material but is visually stunning. Henry Cavill is a worthy Geralt of Rivia while the show also brings a ton of diversity on screen which has been missing from the fantasy genre for quite some time.This show is a decent addition to the Witcher series and serves as a kind of prequel to those familiar with the games. It tries to appeal to book fans, game fans, and those new to the Witcher which tends to water down the experience for everyone. Most of the negative reviews I've read are from people who are not familiar with the tone of the source material. You could say it might be a bit confusing to newcomers, but to fans, this is glorious. It is not game of thrones and is not trying to be. Cavill is perfect as Geralt. I will only deduct half a star because I think the exposition in the first episode was a little clunky and I would have a more faithful depiction of Triss Merigold.",8
The Witcher,Every scene is over dramatic. Costumes look cheap. CGI is bad. Writing is bad. Geralt's accent isn't right.Some of the human on human action scenes are cool. That's about it. On par with Netflix programming.,4
The Witcher,"This is a dream come true, the acting is great and the chosen stories are just perfect for people who've never played the games (or read the books) before, there's quite a few differences but that still didn't affect The Witcher ""vibes"".
I wish they just don't keep the variation in races in next season, it would just feel more immersive to keep some common sense, as African and Asian races were non existent in those lands at the time",10
The Witcher,"I have not played The Witcher games. I have not read the print materials for The Witcher. Let me save you the time and spoil every episode in four bullet points.If the character is a male King, they're totally incompetent or at the whims of their OP Queen.
Queens are all military geniuses who are masters with swords.
Any male character who appears to have a brain or is eloquent is a rapist, liar or a thief.
If the story has a ""victim"" character, they're always oppressed by the patriarchy. They will inevitably rise over the patriarchy and become OP. They're also always female.The only exception to these rules is Henry Cavill's character who feels like they belong in a different show (probably the ""token"" male that Kathleen Kennedy is not willing to allow in her Star Wars films). The only male character who isn't a rapist/cad/villain who is decent at any time is Cavill.Don't get me wrong. Most of the female characters are poorly portrayed, unlikeable (although I think you're meant to like them) and have some flaws, usually cosmetic.Each episode has a different location. The Witcher (Cavill) comes in and is given exposition. Girl power kicks in and outsmarts the patriarchy. Cavill cleans up. Done! Repeat the same in the next episode.The sets are excellent. The woman with a hunchback is probably the most interesting female character. However, her character arc was as predictable as the sun rising.I didn't even need to guess the sex of the author of this series. The only reason I watched this is because Cavill said to Disney and the media not to attack fans. Cavill has done a solid job. Everyone else male (to paraphrase one of the characters) has no balls. The female characters are always secretly in charge and OP, even when fighting men twice their size.If you're into hyper-aggressive this is your series. If you want realistic and meaningful characters, skip any scene that doesn't have Cavill in it. Cavill's dialog is usually very good (both in humour and wisdom). The rest is forgettable.5/10 is generous for how predictable and identity politic laden it is.",5
The Witcher,"If anyone can follow this, please send me the drugs you take. From an opening scene I did not care about to a stream of characters I cared less about. The bright spot? Yeah. I search my mind.",1
The Witcher,I saw several critical reviews about The Witcher before I watched as I had my own reservations. When reading the reviews most of the negative reviews make it obviously clear the critic has never read or interacted with either the source novels/short stories or the popular game series. This series captures the themes of the story in a way I had frankly thought impossible to do on tv or film. I hope they continue this series for a long time.,10
The Witcher,"I just finished watching the series and thought it was quite good, very entertaining for the most part. Although the stories of Yennefer and Ciri were important to the understanding of the story I wish Geralt had more screen time. Often I would want to see what was happening with Geralt instead of Yennefer and Ciri. Just my opinion though and most people might disagree with that but that was a minor part and other than that I had a great time watching.",9
The Witcher,"""The Witcher"" is basically Henry Cavill prancing around with a bad Legolas wig in what is one of the most expensive LARPs ever.This show is what would have happened if CW got to air a wannabe fantasy series with a larger budget and less content restrictions.An utter dreck of a show, badly written, directed and acted. Worse, it is boring as hell, dreary and hard to get through.I really, really miss ""Game Of Thrones""...No thanks...1 out of 10",1
The Witcher,"A fantastic remake of the books, follows them really well. So much better than other TV/movie adaptations of other books that have been made. Henry plays Gerald so well and you can clearly tell he is a fan of the Witcher character. A must watch TV series. You know it's good when you get to the end of the series and realise it was 8 hours well spent.",10
The Witcher,Fan of the games and was very happy to see some hints to it while keeping the style different. The whole different timelines was also amazing. It all converged right at the end to tie the season up perfectly.,10
The Witcher,"It got better a couple episodes in. A lot felt forced, stiff, and didn't have enough suspension of disbelief (that magic touch). But it was good enough to keep me watching and liking it more as it went on. I didn't like the puzzle of events though. Can't wait for a fan edit putting events in sequential order. Just that thing that is hard to put into words. You feel it is all fake whether it is acting, timing, camera work, wire work, choreography or what not. Closer to Shannara chronicles than Game of Thrones in suspension of disbelief. Or World of Warcraft (the movie) rather than Lord of the Rings.",8
The Witcher,"Big fan, read the books and they nailed it !
Just keep the good work for many more seasons.",10
The Witcher,"This is one of the best sci-fi tv show
I ever knew, I truly recommend it for any sci-fi fans you will enjoy it I swear, you will finish the show without even knowing, I love this show with it chracters and monsters I love, you won't regreat this I promise",10
The Witcher,The voice.I have been compelled to extend the length of this review in order to share my review of the show. This is not necessary. The voice was key.,10
The Witcher,This show is awesome. You can tell Henry has read all the books and played all the games.  crowd hate it so any sensible person will enjoy it. Fight scenes are epic. CGI is beast mode. Writing and acting is on fleek. You can have strong Male characters in 2019 and strong females too. If they pander to the lefties in season 2 like GoT did then I'll be a sad panda. Watch it you nerds. Good shows without a political agenda still exist - on Netflix.,10
The Witcher,"Basically, this series ignores the fact that this world takes place in a Polish Medieval Fantasy setting and uses forced diversity on already incredibly well established and described characters to the point of not even knowing you're looking at Fringilla Vigo or Triss Merigold until they blatantly tell you that is who you're looking at. Henry does a fantastic job but there is no way his performance could carry the rest of the poor casting that re-imagines a beloved and well established universe.",1
The Witcher,"The casting, the writing, the costumes, the acting, the story, the choreography; you name it, it's all terrible. I feel embarrassed wasting several hours of my life just to get a proper feel for this.It is bad. It is worse than bad. The people who made this, who were involved in this and the people who like this should never be allowed to be involved in making entertainment ever again.If this was truly medieval times, they'd be executed. What a trash.",1
The Witcher,"I played the first Witcher game many years ago, so I had some familiarity with the characters at least. Other than that, my familiarity with Witcher stuff is not strong. I went into this series pretty much based on the fact that I do like fantasy.I was pleasantly surprised by how well the production was done here. Honestly, my one reservation about The Witcher was the casting of Cavill. No slight to him at all, but I just felt an unknown and upcoming actor would be more suitable to the role of Geralt. An actor that folks will have no preconceived notions about from prior work - I mean this is the guy who played Superman. Put that to rest though, as Cavill is not just fine but a great Geralt. He really owns the character.Other surprises abound, and for those who have played the games, or at least the first one like me, there are ties to it in the storyline. i can't speak to the books though.Another pleasant surprise is the actress who plays Yennifer, and the character herself. Let's just say it is very pleasant and leave it as that. Regardless, not knowing her at all I'd say she is an up-and-comer after this show.Don't let critic reviews fool you or sway you. The Witcher is a very nice production with fine acting, cinematography, atmosphere and storytelling. It is highly entertaining stuff if you are into fantasy and maybe even if you are not. I think it is clear that the average critic was probably a little lost and confused given the usual 3 or 4 episodes they are fed for reviews. And honestly, the first couple of episodes can be a bit confusing, especially from a timeline standpoint. That was clearly be design. But as a you watch more things fall into place and connections are made. My recommendation is to just go with the flow and be entertained by the moment - it will all come together. Just slow absorb yourself into the original world the Witcher inhabits.Definitely one of the very top production from Netflix to date.",9
The Witcher,"I am not the person to write the reviews which in itself says how awesome this season is. When adapting any previously released material, biggest mess up that happens is in understanding and recreating the setting and the world. Being a big fan of witcher games, I can confidently say that this series captures the essence of the environment and its characters perfectly.
Henry Cavill is pure awesome as Geralt. Same goes for Anya Chalotra as Yennefer and Freya Allen. I love that they had a story arch themselves making them much more important in the series.
Action is fantastic especially the 1st episode nicely setting up the expectation and the meaning of a Witcher.
I like the pick of the story for the series as well as it has been mentioned the games but never shown properly. So, this nicely ties the series with games.
Really excited for the season 2....",10
The Witcher,"Of all things that witcher is, its not corny, its dark, sad, suspensful , moody , intenseThe witcher is not bad by any means, most people would like it, but i have a lot of time spent in the games therefore i just cannot enjoy the netflix adaptation like i would if i hadnt given a few hundred hours into the games. The characters are all very forgettable,it seems as though the makeup is too perfect and looks overly made, it all feels like a kids show with overly brushed effects and lighthings.At times i almost feel like they werent too sure how dark they could go so they made sure to put some comic relief in there alongside of a disneyesque morales and corny dialogues.Most of the acting is subpar, if you were to compare it to say game of thrones of viking, there really is no deepness to them, i feel mostly because of the shallow scriptsAll in all, okay, but not great.",7
The Witcher,"Remember all those terrible SyFy network shows from the past 10/20 years? Add another $10 to their budget and this is what you get. I was super excited to see this after seeing the trailers and playing the games, but when you feel embarrassed for the actors while watching, that is about the worst thing I can describe. It is simply bad. Very bad.",1
The Witcher,The worst acting ever put on screen. The legendary adventures of Hercules should get an Oscar in comparison to this.,7
The Witcher,I had high expectations and this show delivered. I wouldn't listen too much to the critics. I'd say be your own judge and give it a chance. Books and games fan will not be disappointed.,10
The Witcher,Being a fan of the games this season brought a smile to my face couldn't stop watching. NEED SEASON 2 NOW!,8
The Witcher,"**Edited**
""Honest review as a fan:As an actual TV show this is not that great when compared to other shows out there. Considering this has been billed as ""the next Game of Thrones"", to say I'm disappointed is an understatement. This is simply not in the same league.The production value is clearly very good. Right in the first episode we have a big battle and lots going on. The problem is, there is immediately too much going on, and there has been no world building prior to any of the events, no character development and no real context for what you are about to watch. It is as if much of what has been written outright expects you already know the characters and where they are and what is going on. This is not good writing in my opinion and does not serve to immerse you in the world. You feel disconnected and you are watching over the top emotional scenes about characters who've had less than 10 minutes screen time (Ep1: Eist and Calathes death). It makes no sense.The pacing is all over the place. One minute there is a load of stuff happening with multiple concurrent stories with different characters, then the next minute you get a long monologue with corny exposition often poorly acted by a sub-par supporting cast (Ep2: One example is switching between Yennefer and the relatively weak elves plot). And as for the casting itself, there are clearly some questionable casting choices which in my opinion are there to make a political statement rather than casting actual actors who make sense (Triss and Fringilla, although show runner Lauren has stated it was a decision made purely on merit).The main characters luckily are the few redeeming features of the show. Henry Cavill does a good enough job as Geralt in spite of some terrible writing (Ep1: One particularly awkard moment is the disscusion about the rhyme with Stegabor). Note I say, good enough. It's not spectacular. Yennefer also, is probably the most enjoyable character to watch besides Geralt.The swordplay is fantastic and definitely the highlight of the show, although something seems odd about the CGI being used for many of the monsters (The cockroach monster and the dragon specifically). I can't quite put my finger on what it is but everything looks 'off' when it comes to the CGI.There is a LOT of cringeworthy dialogue, just as you start to get invested in a character the show seems to switch to something else entirely or provides such a cliche piece of dialogue you'll be thrown right out of your immersion (Think Jaskiers ""there I go again, dropping exposition"" line, or Geralt's ""petty squabbles of men"" and ""navigated vagaries of male traditions"", also the constant mention of destiny or the on-the-nose dialogue of the lesser evil ultimatum). It seems to happen far too much that the show never seems to get into any kind of rhythm, it feels more like you are reading a comic book storyboard constantly trying to grab your attention, than a cohesive tv show with some actual thought behind the pacing and narrative.My biggest criticism has to be that there is a real lack of believable world building which I think for a show like this is absolutely needed. If you compare to Game of Thrones, which I know many will find cheap, GoT didn't just start off by throwing event after event at you and expecting you to keep up with what was going on from corny exposition every other minute. It started off instead in a relatively small scope, focused on a few select characters in a single time frame and built from there over successive episodes and series. The Witcher sadly doesn't do this at all, it expects you to already have an understanding of the world and throws way too much over the top stuff at you from the beginning.Overall, it's at least watchable, but I certainly don't understand the hype everyone seems to be giving it. I found it to be a big fat disappointment.""",6
The Witcher,"Where are his signs?
Wasn't the fire sign Triss '?
But other than that his signs are barely present in any episode",7
The Witcher,"First of all, this review is done by an average, not that picky but serious movie geek. I can admire a film if it has worthy elements like: a good story, cinematography, production, acting, and scenery. However, i felt that the series fell in some of this points.Anyaways, After having high-expectations with Netflix's recent productions, great movies (the Irishman and Marriage Story), Netflix come back to its series with ""The Witcher"", a fanstasy-epic series based on the popular video game series by the same name and apparently popular. Tbh im not a fan and was not familiar with the story, i was intrigued by it, it seemed interesting. The series promotions looked amazing. Henry Cavill?! Nice touch, but still this doesnt save the mess this series is. Here are a few things that i didnt like:
1- what is the story?! I mean, did you really expected everyone to be familiarized with the videogame?! At least have a small intro explaining the world's details (aka LOTR), but don't expect me to catch up immediately or be interested by it.
2- Who are the characters?! Again to the story, they dont have anything in common there is no thread. Im not even familiarized with the world and in they throw random things, that dont make any sense.
3- Some of the scenes are just awfull! I rolled my eyes so back, I literally saw my brain, geez! Its like Geralt is talking to someone some ""clichy and magic thingy"" and then the girl is just over him and they do it. Like what?! No chemistry ir buildup, just random stuff as if watching someone okay GTA.
4- Also on the acting on some scenes the dialogue and acting ir scene its very mediocre. Some of the scenes dont even make sense, like a guy is doing something, then suddenly cant do that or does some deux ex machina.
5- Im already 3 episodes in and i cant say i have liked or enjoyed it. Tbh its BORING, the fight scenes are so separated, the story is not well explained, its a mess, i still cant follow up, most of the time, random stuff happens.In conclusion, DO NOT WATCH IT! Its a waste of time. There are many other great shows in Netflix (Mindhunter, Unabomber, Stranger Things, House of Cards, Maniac, Dark, Black Mirror, among others) However, this show is not it, nor does it seem it can be. So much for a Netflix production, but you they hired bad writers.",4
The Witcher,"Alright, I didn't watch all 8 episodes so far but the final fight scene of episode 1 already sold the show to me. Its a bit confusing to watch if you don't know the games or the books, but it's not like GoT was easy to understand with all the characters and factions. Not drawing a comparison here between those shows, they are (and should be) completely different. Good job Netflix! And again, screw the ""professional"" critics with their political agendas. This show is worth a watch.",7
The Witcher,"This show is absolutely great! I binged watched the entirety of the 8 episodes the minute it was released. The acting is phenomenal, the effects are phenomenal. It's dark and exactly what I would expect.Please stop comparing it to GOT or even the book equivalent. You're just setting yourself up by predetermining whether you're going to love it or hate it. Look at it as it's own entity and you will not be let down!I also just want to throw this out there, that the main actor does a great job of sounding EXACTLY like Geralt from the games and it got me so excited when I watched the first episode. Who cares if he doesn't look old and ugly enough? He is still a phenomenal actor!",10
The Witcher,Henry perfectly captures the character and nature of the witcher. Everybody did great acting job. I read all the books and characters are very similar. I love the TV-Witcher!!!!!!! I think for viewers who didn't read books it could be too tangled. There are few timelines during the story. I can't wait for the next season :),10
The Witcher,"Edit: I'll leave my previous review as a memory of Season 1. I didn't expect that showrunners could trash it this much. Season 3 was a fail.Old review:
Overall Recommendation: With many fantasy series around, I'd say its more than worth watching because its a different concept than usualMy actual rating would be somewhere around 8.6 or 8.7.The higher rating could be a slight bias because I have played the games and read bit of books as well. But I did not have much expectations from it.That being said, acting was more than good. Henry Cavill worked out as geralt and the character of yennefer is played beautifully.I love a good story and some things that were hard to make sense from books were pretty clear to me in the series. Considering each episode was like a short story, they all seemed well connected.Looking forward to the next season.",5
The Witcher,"I just finished episode 3 and I'm hooked. For those that will compare this to Game of Thrones, please stop. Yes, this is a sword and sorcery show as was Game. But give the writers some credit. They didn't copy GoT or rip it off in any way. They have created a beautiful stand alone sword and sorcery show that has every thing that a fan of this genre can ask for. Knights. Kings and Queens. Magic. Monsters. Fighting. Sex. Nudity. Humor, but not so much that you don't take it seriously. Henry Cavill is great as The Witcher. I am a fan of his anyways. Superman of course but loved him a lot in MI: Fallout. Great baddy for Ethan Hunt to take on. And for those that want to call this a poor mans GoT, please dont do that. Netflix has spent a lot of money on this show and it is apparent. The acting. The effects. The production value. The great writing. Wipe thoughts of GoT right out of your mind and let this stand alone in your mind, as it should. Comparing the two only makes you want things that will never happen because they are not copying GoT. They have made a wonderful sword and sorcery show that is every bit of the 9.2 IMDB rating that is posted as of today. For those that knock it below that, what is your problem? Dont be haters if you were GoT fans and think its a knock off or ripoff. Just open your mind and let this show carry you away. You will love it. I do. And I am a big fan of GoT. I frigging loved that show. But I already love this show and I suspect I wont be disappointed as I continue towards episode 8 and sadly, the end of the line for Season one. Please release season 2 quick!",10
The Witcher,"Not many Spoilers...
Absolute horrible. Shouldnt this be based off the game? Or should we have expected a Game of thrones copy?
No character build up.
I hate how they target a feminist audience to begin with. Depicting almost all men and mages as bad.
For a character being of a hard nature, and a monster slayer, the witcher easily becomes seduced by the grip of a random woman who claims was raped. So she seduces the witcher to kill a mage. I mean what the hell is this story line?Sigh*
Cant type much without giving spoilers away....",1
The Witcher,Fantasy story telling done very well.Rich in characters you care about.Worth the 8 hr binge.Many great stories to come I am sure.,10
The Witcher,Xena and Hercules are so much better than this series. This is a cheap show with some nudity.,4
The Witcher,Just Amazing. The deliver on acts are really impressive.,10
The Witcher,"Fan of the game and read the 1st book here:
As a TV series adaptation, I'm extremely happy how they did it. Main characters play it very well, Gerart de Rivia by Henry Cavil was so on point I have to eat my own words when I doubted him. The show made me enjoy the world of The Witcher at every turn, the music was so fitting.
Probably the downside was some of the monsters but I really don't care so much since everything else was above expectations.Some of the ""critics"" obviously want to create a click-bate title, as for users: Watch it, you will enjoy it.",10
The Witcher,"If you want to make fantasy movie about people with the swords, some monsters and witches why don't simple make some of your own idea without ruining good name and original book?Bad acting, bad dialogues, bad drama. This is like Disney movie for teenagers, the only good thing is scenes of action, fights etc, but this is also the only good and the last good thing in all recent productions.
Probably ""The cliché"" is a new rule for every screenwriter and director this time.",3
The Witcher,"An amazing, thought provoking series. I cannot wait to see what comes next!",10
The Witcher,"Going into the series I was petrified on how it will turn out. I'm a huge witcher fan so I went in with high expectations. The atmosphere was very witcher, costumes were on point. Sword fighting scenes were amazing. Geralt was played exquisitely, kudos to the actor. This series should not be compared to anything. It is its own unique story with its own atmosphere. I can't wait to see more character development and progression to the story. So far so good.
Most bad/mediocre reviews I've read are from old people that do not get it, that's fine. It hit its target audience very well, unfortunately you are not it.",9
The Witcher,"I was hesitant about this title. I played the Witcher 3 all the way through and it was one of the best games I ever played but I have never read the books. Than I was a victim to irrational internet hate, (why was this actor chosen, it's exclusively Polish in setting, ect.) So I just watched it. First two episodes and I had to stop. Because I want to ration it out. The show is great. Set aside all the B.S. and it's true to the game, the lore is fantastic, the acting is good, and you get a great fight in the first episode. I compare this to the start of the Witcher 3. It seems a little boring. You think, ""Is this all?"" And then you get out of the training area and realize the world and lore is HUGE. Give it a chance and tell everyone else to Shut.",9
The Witcher,"I think alot of people will dive into this show expecting it to be "" the next game of thrones"" much like how when game of thrones came out, some people thought it was going to be the next lord of the rings.If i can offer any word of advice, it is to watch this show without those expectations. There has been 8 seasons worth of story that helped establish GOT as one of the greatest fantasy shows of all time haha. So to expect this to be anything close to that right now is dumb and now having watched it im ashamed in myself for setting that very expectation.Once you get passed that, personally i think this works very well for a 1st season. If youre a fan of epic fantasy in general like me, you're going to love this. Lots of sword play and fight sequences to keep you entertained, the story is intriguing, the acting is fantastic. If youre a fan of the novels and video games , i think youre also going to enjoy it as well. So all in all im pretty impressed and will definitely look forward to seeing this shows story continue to develop.",8
The Witcher,"I didn't expect much from this show, mostly because i didn't think its possible to make good show about Withcer. I was so wrong. This show is best show i have seen 20 years. Anya Chalotra, Freya Allan and specially Henry Cavill as Geralt did awesome job. I do not understand why some people say it looks cheap? Maybe they should use better internet connections. It is dark yes, but it should be too. There is blood, but it ain't only that. Story is good, acting is good, special effects are good and directing is good. It's loyal to books and brings up what it should be, even if you are monster hunter, biggest monsters in world are people.",10
The Witcher,"No other words other than the title are necessary, highly recommended.",10
The Witcher,"They say it is a cheaper version of GOT. If this masterpiece is a cheaper version of GOT than GOT was a cheaper version of Harry Potter. If you loved Harry Potter, you would have loved GoT and if you have loved GOT you would definitely love THE WITCHER.",10
The Witcher,"If you loved playing any of the Witcher games like I did, you'll probably love this show.Yes, lets get it out of the way first: some of the supporting roles casting choices feel strange at the beginning if you are already familiarized with their appearances from the games, which is even more evident when they get to be in a scene with Henry Cavill, who makes such a spot on Gerald both in his acting and in appearance that he rapidly merges with all previous memory of the character in your head. But I did came to terms with this somewhere midway through the the first episodes and had more to do with unfulfilled personal expectations than with the casting itself.For people who have enjoyed this world in any of its previous forms, it becomes quite clear after only a few episodes that this might not be a TV show for everyone. If you start watching the Witcher expecting anything similar to Game of Thrones you will be extremely disappointed. The Witcher's World is far more magical and fantastical, filled with strange creatures, rules and Monsters. This is in no way the show that eases you in with some big wolf pets in the first episode and slowly feeds you more fantastical elements until you are OK with Dragons hatching in the last episode of its first season. No. The Witcher is hardcore fantasy from beginning to end, and it is clearly not trying to tone it down. And I love it for it, because it's far more consistent than Game of thrones for that same reason. This is in my opinion one of the bolder choices the writers took with this show and is one of the things that makes for such divisive reviews until now. They respected the overall feeling of their source material and It´s one of those things that you realize might be perfect for you but also know that some people just won´t be able to digest. This show is not your average Pepperoni Pizza, but rather a weird blue cheese that you know smells like hell to most people, but that was made with love and care for all us blue cheese loving weirdos out there. So for people who were let down by GOTs last season expecting to get another GOT like slice of Pizza, I got news for you: this ones full of Anchovies, and you will know if you'll like it a long time before you bite into it.This show also feels much darker, and, at moments, also lighter than Game of thrones. This is a far more focused story, which is actually a great thing for the characters involved in it. Every story line feels important enough to deserve the screen time each of them gets and the performances of the leading roles are excellent. The pacing feels like it hits a great balance between advancing the plot and developing the characters motivations and personalities.The soundtrack is one of the shows strongest points: It's actually amazing, and serves the storytelling extremely well.
CGI holds up great most of the time with a few questionable models here and there. I specially loved the practical effects and costumes used for some of the creatures and characters in this show, much how I love those aspects in Star Wars films, but again, might feel a tiny bit too puppet-like for some audiences.All in all, I loved the first season of The Witcher, and I can´t wait to see more of it; This is definitely not a perfect show for mainstream audiences, but it might be just the perfect Witcher TV-show. This is clearly not the show that critics need right now, but rather the show Witcher fans deserve.",10
The Witcher,"Firstly i loved the games, and in my opinion they have better written dialogues then the show. The ost is not too good, it""s not bad , but far from perfect(the games' music was a lot better), however Jaskier's song are suprisingly good.
The pacing is little bit weird.
The not ""european"" actors are immersion breaking.
The cgi not bad, but it could be better.
The photography is okay, but the ""coloring"" is some times looks awful.
The acting is okay except Hanry Cavil's and Freya Allan's, 'cause they are perfect.
The story feels a little bit strange, but the book was a short story collection and not a novel, so it's a lot harder to make it into a season length story. Ohh and Henry Cavill is a superb Geralt and Freya Allan is just the perfect Ciri.",6
The Witcher,"Yeah yeah, I've read the books, I've played the games and now, now I've seen the film too.The Witcher is a natural fit for TV, in fact the games have demonstrated as much with some of the best CG cutscenes of all time. If you have not watched the cutscenes from the games, you should, because the cutscenes demonstrate what is possible with computer technology - anything. So why use live action puppets which cannot match the magic of computer wizardry? Some of the special effects in this show are remarkably poor for our time and era. Underfunded perhaps? But not enough to mis sout on having a ""star"" on the bill.The show brings the books to life, (if you can ignore the shabby monsters) and while ordinarily that might be a good thing, here it backfires, especially since the tone of the books is somewhat micheivious, but on film such dedication to accuracy can lead to awkwardness on screen.Finally, Cavill is miscast. He's too pretty to be a convincing Witcher, but his performance is pretty good, even if it lacked some menace.",6
The Witcher,"This show started strong, but ultimately it never delivered on the promise of its first episode.
What's the point of a bad-ass monster hunter if his monster hunting takes a back-seat to a truly convoluted story involving more kingdom names than I can keep track of? Each episode after the first had more and more characters introduced and it was tiring to try to figure out which ones ultimately mattered to the story. And forget about remembering anyone's name!
On top of that I came into this series with maybe eighteen minutes of playtime in one of the first Witcher games several years ago, so I was very much in the dark regarding the lore of the world, and the show-runners' decision to LEAVE me there was fatally flawed IMO.
Now that I have finished the first season I am left with way too many questions and no answers outside of spending hours on google doing research.
And truth be told, I just don't care enough to bother.
4/10 Stars. Maybe it would be better if I was already into the franchise.",4
The Witcher,"I confess I'm a sci fi nut, and I'm not into fantasy (there is a difference, folks). Nevertheless, I was excited to see The Witcher finally released on Netflix. This has been touted as the ""fill in"" for Game of Thrones. Whilst the huge budget expended on GoT was screamingly obvious, this looks like it was made with a few packets of plasticine & a warehouse full of artificial flowers. It's truly, badly, deeply vile. The acting is atrocious (even though there's some usually fantastic Scandinavian actors in it). The special effects are truly ""special"", in a really bad way.......and who the hell was in-charge of the green screen? The actors look like paper cut outs in front of a poorly painted backdrop. With every outing, Netflix is just getting worse and worse in its original content. A real stinker.",1
The Witcher,Other than the timelines being a bit confusing at first (even for a big fan of the books and games!) and some casting issues the show is great. Cavil really nailed Geralt and the others have all done great jobs as well. This is a must watch!,8
The Witcher,I really really do love the Witcher and I will watch it until they stop making the Witcher.,9
The Witcher,"Though i have not read the books, I am familiar with them and have finished witcher 2 and 3.I liked how they built up the Witchers world and are quite close to the original books while doing so. The series nicely caps the rise and fall of the the Nation of Cintra as we follow Geralt, Jaskia (Dandelion), Ciri, and Yennefer through the years.All main characters get plenty of screen time while others are setup to probably play a larger role in future seasons such as Triss and Foltest.Ciri was played really well which is always a risk for ""young"" characters and watching her and Geralt finally meet each other at the end was a nice touch.",10
