Review,Rating
"""Stranger things"" is essentially ""Goonies"" meets ""Alien"". A fine blend of adventure and horror, with an 80s retro vibe that immerses you in a completely believable world. It undoubtedly engrosses anyone who sits down to watch. The direction is excellent and the performances, especially the ones from the young cast, will surprise you.As everyone will tell you, there is a cast of extremely talented young boys at the center of the plot, but Millie Bobby Brown as ""Eleven"" is a revelation - a young Sigourney Weaver that fights an equally terrifying ""Alien"". Millie has everyone out there ranting and raving about her, and deservedly so. It seems ""Stranger Things"" is going to be remembered in the future as the pedestal for the launching of her career as a major star. Millie approaches a very difficult and demanding role, that's stripped down verbally and has to be essentially performed using body language, with the maturity of a much older actress.The only problem with ""Stranger Things"", honestly, is, how the next season or seasons will be able to live up to the audience's elevated expectations! ""Stranger Things"" has set the bar very high for its own good. Here is to hoping the Duffer Brothers know what they are doing and they will not disappoint!",9
"If you somehow think ""Back to the Future"" movies and series represents the height of storytelling and think American horror flics from the eighties are ""cool"" then this will be entertaining. Maybe you will feel that way if you were born in the eighties like the Duffer brothers.On the other hand, if you put any demands on TV-shows also of this type, then you're wasting your time. I just wasted it for nine episodes in the hope of some nice twists. What utter boring old crap this series is made of. The logical wasteland that is the story and the one-dimensional storytelling and acting will bore you. You could put a supertanker in the plot holes which is exasperating considering the high quality of TV-scripts these days. This kind of thing only could fly in the eighties and while Stranger Things is grounded in the eighties, it's not a very entertaining aspect to adopt also the stupid antics from that era. Stranger Things could have been great, but it's so small minded it's downright painful.The acting overall is barely acceptable. Not the worst I've seen and most actors do what they can with this weak material I guess.Winona makes a somewhat convincing mother and David Harbour has presence most of the time. The boys Finn, Caleb and Gaten, well I guess they're doing OK. The only one that stands out though is Millie Bobby Brown that manages to have charisma and mystique just by being there on screen. She's hardly worth going trough all the episodes for, but her performance should be noted. She can't save the story though. Waste your time on this at your own peril and make sure to check your brain at the door!",3
"This TV show is about as nice to watch as a Disney movie. It's certainly entertaining in its own manner. However if it was not for some effects that are typical for Horror movies like ""Poltergeist"" and many others I would say it is more appropriate for Children than for adults.Some boys around the age of 12 are fighting bad guys and a monster from a parallel world who is responsible for the disappearance of their friend who now is not available to play board games anymore. They have a girl with Superpowers helping them. The bad guys are trying to find the girl with the Superpower so the boys help her to hide.The boy who has disappeared also has his mother trying to find him. In this she is being supported by the Police Chief.Then there is a side plot with some adolescents behaving like - well, adolescents, or better like adolescents in American movies for adolescents. One is the guy all girls are after, the other one is the outsider the girl falls in love with. Of course the adolescents - or at least some of them - are involved in fighting the evil monster. However the adolescents still find enough time to party and to drink beer, but sometimes they happen to be kidnapped by the monster.All of this is funny and nice to watch, but after all that hype I would have certainly expected much more than a mixture between ""Poltergeist"" and The Famous Five.",6
As i watched stranger things i would say this series was excellent and had very good suspenseful Moments. While watching the show i noticed that every time Will tried to contact his mother or either his friends it was done using electricity. Electricity played a big role in this cause in the series Will was basically trapped in an underworld that was considered different from our world everything was much more darker compared. They also made friends with with a girl named Eleven whose named was shortened to El. In the show she was a test subject in a psychiatric ward by her farther. She met Mike they started too fall for each other but she also ended up helping him and his friends get back into contact with will.In one part of the show it shows the viewer how these people are brought into the underworld it is also well enough explained how one must get there by creating just enough electricity that nobody not even humans could possibly make.Believe it or not this all started over a game involving a demogorgon .Overall i feel like this series is good for any mystery and suspense class its fun and addictive.,10
As i watched stranger things i would say this series was excellent and had very good suspenseful Moments. While watching the show i noticed that a lot of energy and electricity was involved with making contacting to friends and family. Energy was used throughout the show because their a girl named eleven that you would eventually meet and she can moving things and use radios. Their a certain part in the show where elevens father tried to make her kill a cat using her energy but she couldn't . Since she couldn't do it her father had her taking away and she ended up hurting the guards.In one part of the show it shows the viewer how these people are brought into the underworld it is also well enough explained how one must get there by creating just enough electricity that nobody not even humans could possibly make. Nancy's friend barb ended up getting dragged there from steves pool and the demogorgon ended up killing her. At the end El used her energy to kill this demogorgon so that everyone else could live. This was a great show and something that i would watch a season 2 of,9
As the show continues to throw unexpected twists and turns i find myself stuck on one thing trying to figure out what happened. There a lot of electric moments where there's lights flickering and beams of lights in the dark. There is a whole other world where if blood is in the real world then this monster comes out and begins attacking.Then the girl that looks like a boy is getting hunted down by her father because he know that she has super powers.The biggest part of the story line is to figure out where will is. Will is in another word and he can communicate in lights and other ways. There is a moment in the show where some people say it was will that got pulled out of the water but his friends knew that it wasn't him.,4
"Strangers Things is overall a good show, consisting of horror, adventure, and suspense. The cast was absolutely amazing considering how young they were. The show focuses a lot on energy and the power it has in the town of Hawkins. Every time the monster is near it always mess with the electricity around it, for example turning off lights and messing with telephones. Will use the power of energy from the underworld to communicate with his mom, to let her know where he is and to tell her he was alive. She then started buy a lot of Christmas lights and putting them around her house so she can communicate with her son. While this was happening everyone around her started thinking she was insane. When they found wills body, the light didn't stop communicating with Joyce(wills mom) which made her think will was still alive. It turns out the body was fake because the scientist/government have planted it on purpose to attract the attention off of themselves. Hopper(Sheriff) realize that they were the ones who took will or knew something about his disappearance. It turns out everything from will disappearance, the monsters, El (eleven) was all connected to them. The kids Dustin, Eleven, Mike, and Lucas went on their own mission to find will with the help of eleven powers. While looking for will the government was chasing them to get eleven back. The whole show is basically base on the power of energy and science of experimentation. Everyone who's about to be taken all the power around them goes off and when they turn back on, their gone. Although my review is an 9/10 i was still say is a show you want to watch. It could've easily been a solid 10/10 if the show haven't been so predictable and consist of many more horrifying events. Overall i recommend it to everyone, very entertaining and you will feel a since of connections to the characters.",9
"stranger things has a lot of electricity and energy moments.most moments are usually when the demogorgon is in the scene or they sense it. for example the scene when he took will he used the shed lights and the phone to scare him. in another scene where that was used was when will was trying to connect with his mother and he communicated with her with lights. there are also suspenseful moment like when eleven goes into the pool to go and find barb, also when barb and will disappeared. i feel that this show gave us many high hopes for the next season. also i like that the show didn't give many hints so it would always keep up guessing. this show is very interesting its has many unexpected moments and i cant wait for season two to come out",10
"The show Stranger Things has many, many electric and suspenseful moments. Some of the moments when the electricity starts going crazy is when the demogorgon comes around. Also, the demogorgon comes around when it's triggered blood. For example when Eleven killed her Papa and his workers, there was a lot of blood so it triggered the demogorgon. Another example when the electricity was going crazy was when Will was communicating with his mother through the lights in his house. Some energy moments that happened in this show was when Barb was sitting at the pool alone waiting for Nancy. Barb was bleeding so that triggered the demogorgon. We didn't know what happened to Barb. Was she alive? or was she dead? Another suspenseful moment was when Will fell off his bike and ran into his shed, and the lights flickered and then he disappeared. Was he okay? Who or What took him?",10
"Stranger Things had a lot of suspenseful moments and overall the show in my opinion is excellent and has a lot of electricity and energy movements throughout the show. The most was when the electricity and energy movement occurred was when the Demogorgon appeared or when will was trying to communicate to someone. For example, when Will's mom was trying to communicate with him she used lights and wrote the ABCs on the wall and had him use that to communicate with her. The most suspenseful moments in the show would have to be when Eleven was basically put into the pool of water and she had to use her ""powers"" to communicate or try and find Barbs and Will. When she went we got to see the view of how the Underground world looks like and how things are. Another scene would have to be when El went to go defeat the Demon and her last word were "" i'm sorry mike"". She defeated the Demon to save everyone's life. The show is very very good and I would definitely recommend it to others. The show leaves us wanting to continue more and more after each episode and I literally cannot wait for Season 2!!!!!!!",10
"When the monster first appears to kidnap Will, the light bulb in the shed becomes really bright and Will disappears.Also when we first see Hawking lab, we see lights flashing in the hallway when the doctor walks through the hallway.We see Eleven using her power when she stops the fan at Benny restaurant.When the cops go to the shed where Will disappeared, one of the cops turns on the light but the power goes off. After he does that, the light starts to flicker.When the people from the lab go to Benny's, Eleven kills two of the agents by using her telekinesis.Will's mother gets a weird phone call. When the call ends, she gets shocked by electricity.When one of the kids decides to tell the adults about Eleven, she closes the door with her mind.When Will's mom gets a second call, the lights flash and the phone gets electrified and becomes black.After the phone call, music starts playing by itself lights become bright then electricity goes off and the monster appears in Will's house.When Barbara is at the party, her hand is bleeding and some blood drips into the pool and that makes the monster appear in the pool. When the monster comes, all of the lights go off in the pool and then Barbara is in the upside-down.Will mother uses lights to communicate with Will. When he is in the upside down, Eleven uses her power to make things fly.When Mike's mom visits Will's mom, she takes her daughter with her and when Michael sister walks around the house the lights flash next to her and the monster almost gets her.Eleven gets a flashback in which she is using her power to kill guards. After she kills them, she bleeds from her nose.Will's mom uses the Christmas lights to put a alphabet on her wall so she could later use it to communicate.Eleven uses her power so Will could communicate through the talkie.When the kids are at the speech for Will, bullies are making fun of Will. Eleven uses her power to freeze one of the bullies and makes him pee himself.Eleven gets a flashback in which she is using her power to hear things in the other room and when she does that the power goes off. Kids use the machine and Eleven's power at the school to communicate with Will. When they start communicating, Will's mom hears him on the radio and he appears in the wall of her house.After the conversation ends, the machine catches on fire and Eleven bleeds.Eleven gets another flashback in which she is put inside of the salt water so she could enter the upside down.Eleven throws Lucas when they start arguing.Eleven uses her power to increase the distance so that the talkie could be used.They fill a pool with water and salt so Eleven could use generate more power and enter the upside down.Nancy and Will's brother are at Will's house because they want to kill the monster. When the monster comes, the lights flash.Lab people arrive at the school to get Eleven but Eleven kills most of them by the use of her power. She collapses after that.The lights flash and the monster appears and attacks everyone. Eleven kills the monster by the use of her power and she disappears.I really enjoyed the show and I can't wait for the next season.",8
"Stranger things has a bunch of interesting moments that are filled with electrical events such as when Joyce tried to communicate with Will in her house and all the Christmas lights flickered, or when she answered the phone and it electrocuted her and broke. Also in the shed when the light bulb flickered during the search. There were many suspenseful moments. One suspenseful moment was when the demogorgon appeared in the house when Nancy and Jonathan were alone. Also when Joyce was in the room trying to communicate with Will and the paint was showing up in order of words. When they found the body in The woods and they thought it was wills. Another exciting/ suspenseful moment was when 11 was in the water tank and she had the dream and the whole building went falling.",9
"9? This is what happens when a culture of hype, trend and Netflix zombies rate things. Ratings no longer signify a good movie or show. They just shows what's trending. How did this crap ever get made? Did someone notice a bunch of online teens saying that they're 80s or that they wish they were 80s and Netflix decided to make a show on a Web trend? This whole show is just a spot the 80s game and it's boring after the first movie poster. It's inferior to every movie it takes from. The episodes and show itself don't stand apart or have an individual strength. At heart its more 90s then 80s with the boring Dawson's Creek type love story. But Netflix are catering for the teen girl binge viewer. The characters are awful and interact on only simple terms. Like the kids always bicker because that's what kids do. They go on adventures on crap bikes because the Goonie did therefore all kids in the 80s.The grieving mom is crazy but in the end right because that's what happens to characters in generic shows. The cool outsider listens to The Smiths even though they're not even out yet (year out.) I wonder if he'll get the girl??? That would be a surprise. The cop is disillusioned and then by the most basic character development he eventually won't be. Every plot in this show as well as the dialogue is predictable. The show obviously has plans to run a long time because it's so stretched out and slow. Nothing happens and then at the end something will to fool you into watching the next one. Watched by people who want to be part of a trend. Did I mention it's 80s? Well that makes it good. Most people watching this weren't even born in the 80s yet seem to judge it's authenticity. Horror? What horror? And that character 11 or whatever her name is. She just plays the generic alien learning human ways. E.g Ways? What's. ..ways? Love? What's. ...love? Christ almighty this show is trash.",1
"Stranger Things is highly overrated because it's boring,childish,empty and with a story already seen many times and full of clichés.The acting and directing is OK but predictable, being the Sheriff and Winona Ryder the best in my opinion, the visuals are good recreating the 80's and the special effects in the same level.About the 80's..it's not the 80's if the characters spend too much time making references to it.. (Lando....Lando...Lando...shut up..cliché fat-hat-kid with funny speaking.So,after the movie Super 8 making fun of the 80's (i kind of like the movie even if the name JJ_destroyer_of_Star_Wars_Abrams was there.)we have a 80's based show. The 80's are the new 2010's. Well,i love the 80's i was a kid full of dreams about the excellent movies and shows they created but when recreate them today, don't forget to make them unforgettable and full of magic but at the same time simple and full of heart as they were.And...PLEASE, somebody give Eggos to Nancy....",6
"Perhaps my very low expectations are the reason I found this surprisingly good. It could have been a dreadful CGI-fest, but until the last episode the slick effects are kept to a minimum, and a lot is left to the imagination, which in my opinion makes for a more compelling experience. The acting is solid, and particularly the kids, which can make or break something like this, are not annoying, rather being well-cast and hitting the right balance. The plot is credible to an extent, but completely falls apart in the denouement, with manifold gaping holes in the last two episodes. However, how much plausibility can you really ask for in a show about monsters, telekinesis and ""the other side""? Considering this, I think it holds up quite well. All in all, this is a love letter to horror classics, and while references do not automatically equal quality, it has enough to please the buffs and those who simply want to watch something engaging and thrilling. A small gripe regarding references is that, for example, a scene almost completely ripped from Aliens which occurs in the last episode brought me out of the story and made me start thinking about Aliens, and the fact that Ryder had been in Alien 4, which is all rather distracting.",7
"I am a 90s baby so I had yet to discover Winona Ryder and her awesomeness. Recently I watched a movie called Honeybee that I loved and it was inspired by Heathers which I then watched and I became obsessed! I started watching this show just for Winona Ryder and I loved her in it! I ended up loving everyone in this however, and I felt like I was watching the baby of ET and Heathers put together. The whole cast is so amazing and I can't get enough of the friendships with the kids. I can't say much more without including spoilers but I have a lot of hope for how they ended it, maybe its not quite so dark after all? I don't know but I do know I love Winona Ryder and discovering her and glad she made a comeback and I can't wait to watch the next season.",10
"I heard about this series and really was looking forward to seeing it, but I was very disappointed.First of all, there's no way it gets as high a rating as it has without every Netflix employee going on and giving it a ten.IMDb is great, but it can't stop the fraud going on here.But back to the series. I watched all 8 episodes, hoping it would get better, but it only go worse.Now I know why Winona Ryder hasn't had many offers lately. She's a terrible actress. The whole time she has this facial expression like she's a deer in the headlights. It's very annoying to watch her pretend to be obsessed with finding her son.Actually, none of the characters were properly developed. None are likable, except maybe the sheriff.And as several others noted, this is a ripoff of every horror, scifi story ever written.Can't anyone come up with something original and well written?",1
"Words can't describe how much I love this show. The characters experience tremendous growth throughout the series, and all of them are lovable in their own ways. I am anxiously awaiting the next season. This is by FAR Netflix's best series. It's a spectacular 80's-style series, and is captured just beautifully. Dustin, aka ""Toothless,"" Mike, and Eleven are definitely my favorite characters, although all of them are cool in their own ways. For whatever reason, this series is able to capture the 80's, ""kids on bikes"" vibe without any corniness at all. I am absolutely captivated by this show... I finished it in a matter of days! The next season can't come soon enough!!!!!!!!!",10
"/refers to Season 1/In general, I am not into supernatural force dramas, particularly when the ""monsters"" are unaware of their wickedness, but after reading praising views and emanating from limited number (8) of episodes, I decided to give it a try... And became gradually contented.Well, the beginning was slow and the child characters reminded me the ones in e.g. Stand By Me, but the distinctive performance of Winona Ryder and the hints that ""earthly"" forces are also ""guilty"" made me to appreciate several nuances and scenes. Although being definitely the most famous performer, Mrs. Ryder did not steal the show, but was at best excelling herself as a fine team player. Most of the youth were bright-line as well and evidently not picked from model agencies based on ""cute"" looks.Besides, the series includes a good cinematography and creation of suitable atmosphere, with the events dating back to the 1980ies, to the days I was young myself, with all that music and outfit...Despite the pacing was uneven at times, and some scenes were protracted or did not provide additional value to the series, I would like to watch Season 2 when revealed. Some final scenes from Episode 8 excited my interest and let me ponder on and over how the next season could evolve - as many questions found their answer and events did find their closure.PS In fact, I liked Season 2 a bit more - due to enchanced sci-fi action.",8
"It is great, but still a bit overrated. I think its rating is based less on its quality and more on nostalgia for the '80s that it brings. It pulls many elements from legendary shows and movies from the '80s and it's an obvious homage to Stephen King and movies like ""E.T."", ""It"", ""Golden Child"", ""Lost Boys"", etc. I'm not thrilled, but I am very satisfied. I enjoyed it and I'm very eager for the next season.8/10",8
"Stranger Things was an absolute blast to watch. As we have come to expect from Netflix, the production side of things was spotless. The show is visually stunning, the score is compelling, and the performances are excellent across the board. However, the writing does suffer from an over-abundance of cliché. Of course, Stranger Things is, at its core, a callback to the classic monster movies of the 80s meaning that much of this cliché is not only forgivable, but even adds to the overall atmosphere of the show.My main problem with this is that the characters were only barely interesting enough to keep me invested in their stories. Again, much of this was intentional, but I feel that it was a bit overdone on the character side of things. We have all seen the alcoholic, loner, cop with a tragic past, the attractive, straight-laced young girl that yearns to break out of her shell despite the protestations of her more sensible friend, and the frustrated kid that sees what is going on, but is ignored by the adults so he takes things into his own hands. With all the other clichés - those of plot, visuals, and music - Netflix used them, but added a layer of production value that elevated them to the next level. However, with character, they are more-or-less tired old reruns of characters we have all seen a thousand times.That being said, Stranger Things is definitely worth the watch. For the most part, it rides the line between familiarity and mystery, and, for all my griping about the characters, I did care enough that I never lost interest in their fates. Were they complex and compelling? No. However, they were good enough. Besides, Stranger Things' calling card is not the writing or the characters. It is not a moving drama or a character study, it is a nostalgic revitalization of an out-dated genre. On this front, the show succeeds admirably. It will not challenge you, nor will it leave you with any lingering emotion, but it does provide 8 hours of some of the most beautiful, thrilling, and binge-able television in recent memory.",8
"Stranger Things is really good. Every time I had watched an episode then I immediately wanted to watch the next episode. You get this feeling where you just needs to know what have happened.The actors really did a great job, and especially the children, you could really feel the mood they were in. When they were happy you were and when they were sad you were sad.I am giving it 9 out of 10 stars because i really enjoyed it but i am not giving it 10 stars because I thought there were some parts i really did not understand. It is not because it think it was some bad parts, but I just did not understand them.I can't wait to see how season two is going to be.",9
"I cannot express how dam good this show is so I'm going to be very informal.At the beginning of the summer this year, my Facebook updates were jammed with constant articles and posts about the mysterious new show Stranger Things on Netflix. I at that point had not much interest, and now I want to beat myself up for that. Then just last Thursday I started o episode 1 of this so called ""Stranger Things"" and immediately as soon as it finished I was having leg cramps of excitement (seriously I did get leg cramps).Stranger Things follows the community of the town of Hawkins, who come together when a young boy Will Byers sinisterly disappears. While the local police carry out their investigation, paranormal and supernatural occurrences begin to haunt the town. We follow the adventures of: the three best fiends of the missing boy as they try to look for their lost pal, the brilliant performed hysterical mother by Winona Ryder, the curious girl who more than meets the eye, and the typical high school sub storyline, which is interesting than first considered.Created by the Duffer Brothers Stranger Things pulls together all 80s nostalgia and classic cinematic adventures such as Goonies, ET, Steven Spielberg, and Stephen King. You fell very familiar with what you see, but by the end you will be so mind blown from what you just witnessed. A very easy to watch show consisting of 8 episodes of 50 minutes, makes Stranger Things the most binge watchable show ever. Just an afternoon's work.The show is very creepy mostly ( the score is out of the is world literally), but has its sweet, funny moments as well, so has something for everyone. It has sub genre as a horror but not conventional sense.This is seriously a show worth watching, even if this is the one show you watch its definitely worth paying for. Stranger Things is a fantastic, traditional and original piece of perfect television ( the best out of the whole year I'd say). A must watch 10/10 OBVIOUSLY!",10
"What's inside of a secret government lab located in Hawkins, Indiana may hold something far beyond comprehension. Consisting of a portal to a parallel world and a carnivorous demogorgon prowling for the next victim. ""Stranger things""-a sci-fi thriller, is about a young boy named Will that goes missing one night, and the courageous and adrenaline filled acts that are done to find him. The lead cast is fabulous and plays their part perfectly. I've personally never been a fan of sci-fi shows or movies, but ""stranger things"" has me hooked The idea of multiple dimensions and aliens has always intrigued me. Some people think the show is ""too slow."" The fact the writers could put a whole story consisting of as many things as it does, into an 8 episode season is really impressive and proves each and every episode is packed to a max with content you're looking for. The second complaint was ""the aliens and super human abilities are too much."" If you like sci-fi alien movies/miniseries that are: super good,suspenseful, and keeps you on your toes, then this is the one for you.",10
"I got into this without knowing much about the story but only a sci-fi series. As step by step, you can enjoy the story in a mild pace, not fast and not too slow. The first two o three episodes create a tense atmosphere but as more things are revealed, puzzles are putting together. What surprised me was the performance by the main characters. The arguments among kids, the ignorance, ego, imagination and intelligent define what a pure friendship and brotherhood at the early age. As well as a more complicate teenage period by other main characters. Although I don't remember exactly how I would think in those years but I enjoyed the lines. However, like other drama, there are still some main things are not explained or fully explained. At this point, there are not enough clues for speculations. It would be interested to see how the story would continue. And hope that in the future, the story would not turn into another soap drama for teenagers' love story.",8
"Where to begin.. I am usually not a big fan of sci-fi, fantasy or the period of time where this show takes place, but Jesus Crist was I pleasantly surprised! I was literally hooked after 10 minutes of this show and watched it all in one sitting. I wont go in to any plot details since I don't wanna risk spoiling even the smallest thing. But what I will do is say that I think this show is close to perfect in just about every way. It's a great and intriguing story, the tempo is perfect, the scenery is fantastic and the characters and acting is easily up there with the best I have ever seen in a movie or series combined. All the characters contribute to the story and I care about every single one of them. The writing is great as well.. It feels like every line and conversation moves the story forward in a well planned way which in my opinion is rare.There is definitely something for everyone in this show.. The mixture of sci-fi, horror, comedy and drama is really quite unique and I would think that it speaks just as well to a 15 year old girl as it did to me a 30 year old man.To sum this up I must give huge props to Netflix. You guys are simply awesome and you really struck gold with this show. I truly hope that season 2 will be just as impressive as the first one.. I will be patiently waiting and watching every other Netflix original in search for the next masterpiece in the meantime.",9
"I RARELY post any kind of reviews for TV shows or movies, and to be honest, most of the time I start watching a new show, I am disappointed. However, after watching the first season of ""Stranger Things"" I am more impressed with this show than I have been with any other for a very long time. The acting is believable, the music is, well, perfect, and the plot is very engaging. And on top of that, there was no nudity and the language is for the most part clean, which I personally appreciate. And of course, being a child of the 80's (and this show being set in that era), the creators/directors really do nail it in regards to that. Can't wait for season 2 ... c'mon, hurry up July 2017!",10
"From my output on TV series has always remained low because I do not watch TV series ever,but this was a Netflix series,so that's different,because they have all the episodes provided all in order. Anyway,I started watching the first episode and I was getting really interested,and I was like screw it,right? I'm going to watch the entire season(but that was also because I had nothing to watch). While I was watching it,it was like in the middle of the night,I was still wide awake,but usually when I stay awake during stuff I like,it just means I'm into it. I got through the entire season,I was impressed plus heart warmed too. I was actually not expecting a lot from this series. It most of all impressed me by how science fiction and scary it was,that was another reason why I watched it. But what also got me interested was that they added connections in the series to make it also a type of emotional series as well. When I watched this series,I was just expecting a lot from what I don't really care about series,which is long time get to the point type of stuff. Stranger things is a type of series that doesn't mess around,they get to the point and they just basically have everything I wasn't actually expecting out of this,and what I didn't expect is what I was impressed by. And that's what I loved about this series. It was scary,science fiction,and sad too.When I got done with the series,I just said can't wait for season 2,and I said it with a lot of meaning too. I really can't wait to see what happens next. In the mean time,I just continue to watch season 1 to keep me busy.",10
"""Stranger Things"" is a very big surprise. After all, it's a made for Netflix series, so it's going to be cheap and suck...right?! Well, no...fortunately. Despite having mostly no-name actors and a modest budget, this show turned out to be a hit and one that promises to bring us more episodes. At the time I am writing this, the eighth episode has been aired and the series appears over...or so you think until the very end.So what is this show? Well, in many ways it's like some Steven King novels (particularly ""Firestarter""), the 1980s and ""Gravity Falls"" all mashed up into one really strange but fascinating show.The show begins with a child being lost into another dimension and his mother is naturally out of her mind with worry. But soon this sense of panic is felt by many in this small community. In the midst of this, a young girl, who is simply named '11' arrives in the town and is hidden by some middle school boys. They know she's being hunted...but what does she have to do with the disappearance as well as folks seeing monsters?! Well, watch this paranoid show and you'll see.So why was the show so effective and why are so many folks eagerly awaiting more episodes? Well, the writing is terrific and the direction really keeps you on the edge of your seats. The acting is also surprisingly good and overall the package is well worth seeing and will impress you. Far better than network television.",10
"I'm not really into horror and I postponed watching this when I learned that it was set in the 80's, as I like modern series and films. But this is more mystery/thriller than scary and the whole 80s scene actually worked in its favour.I don't want to give anything away, as I believe that the less you know about a TV show or movie, especially a thriller, the more you'll enjoy it. I'll just add that there are children, teenagers, adults (thankfully) and their paths all interconnect to create a gripping story, with a mix of drama, suspense and even some humour. I was quite surprised to see that many episodes were written by different people, as they all pick up where the previous one left off. This is one series that it's easy to binge watch, I couldn't wait to see what would come next.Of course this isn't for everyone. It's sort of sci-fi but there is more fiction than science. But if it's entertainment you're after, this delivers.2022 June Update: I changed my rating from 9 to 7 after watching season four (until episode 7). I still think it's very good, but it feels like an introduction dragged over seven episodes and my favourite character didn't take a prominent role. Perhaps it's my taste that changed, or the pace has become a little too slow, making me wait too long for an interesting or good development.",7
"SPOILERS AHEAD...I decided on watching this after my typical preview of the boring blah blah on Netflix. Netflix watchers rated it pretty high and I enjoy this creepy, weird genre.Decided to stream it via my BluRay box but the TV's cinema settings were a bit wonky so I watched S1 on my PC.Watching the pilot and the subsequent episode I recognized 2 names from previous movies; Winona Ryder and Matthew Modine. The rest of the cast were a bunch of newbies.The feel I got was 'what the hell am I watching? Stephen King? John Carpenter? Steven Spielberg? After S1E2 I started getting this bad headache. The splish-splosh of themes and mish mosh of various movie directions started to ring in my mind like a great bell.This bell rang until the very end. So what was Stranger Things? A huge extrapolation of various works by various directors and mushed into this TV series called ""Stranger Things"" - Aliens meets Hemlock Grove meets E.T. is this Stranger Things.Since there was nothing else on Netflix, I watched all of Season 1 in one sitting. Just to be objective. It really was meh.No wonder this is just on Netflix, it would never survive on its own.",5
"When you're searching recommended movies and shows on your Netflix account, you'll find Stranger Things filed under the 'Sit Down and Binge-Watch This' category. Though in terms of genre, you can't put just one tag on it. Drawing inspiration from classics like The Goonies, The Breakfast Club, The X-Files and The Thing, the eight, hour-long episodes mix ingredients like the 80's high school coming-of-age, to the young, meddling kids adventure, to the supernatural lurking around every corner. Though what makes it stand out from any other time-period homage is incorporating several 80's flavors into one detail-driven thrill ride, making sure that certain qualities don't get overpowered from others (and we'll try to keep the spoilers back — you're gonna have to taste it for yourself).While the series' main drive is on the disappearance of twelve-year-old Will Byers, the story divides into several subplots in attempts to find him — and in doing so adds focus to the characters in their search. We see his closest friends: Mike, Dustin and Lucas joined by Eleven, a young, mysterious girl with a hidden past, Will's mom Joyce teamed with Chief of Police Hopper and the older siblings of Mike and Will, Nancy and Jonathan. Each story line peers into the lives both past and present, on relationships, grieving, love and betrayal. Each event experienced presently or in backstory ultimately plays a role how everyone got to where they are now, and all come together in the final climatic episodes.The fictional town of Hawkins, Indiana and the day-to-day living is another key ingredient in how the show plays out. While most of the residents live in the ordinary bubble of Hawkins, the main set of characters experience the supernatural occurrences that have recently (and relatively silently) plagued the town, brought on by unnatural experiments from Hawkins Laboratory, just outside of town. This tone-shift in the story is well-thought-out and unlike some of the shows and films that came before it, it doesn't fall back on every-other minute scares and doesn't get held back by relying on secondary scripting or unnecessary fluff. It's a natural, even fade in and out of light and dark, both in in dialogue and visual aspects.In past films and television set back in 1980's America, one can argue that their love for nostalgia in their movies that can overpower the viewer's palette. And if you still haven't logged in to Netflix to add it to your queue, you'll find Stranger Things holds nothing back when bringing up 80's culture — but doesn't make it obnoxious. Instead of completely dedicating the show to it, the show's design and look subtly flaunts culture unique to the day and time and occasionally dropping music and movie titles in the script, but all have their purpose and contribute to the making and telling of the story.When all of these aspects are rolled into one, 'Stranger Things' makes a nice, refreshing return to the past in more ways than one. The presence of classic, unforgettable 80's culture, the investment of young, raw talent along with some familiar faces from the era and the punctual, accurate telling of the story is an experience for whoever presses the play button. Each episode has an impact; people from every generation can have a genuine relation to what's playing out on the screen, where each flavor and taste comes in at the right moment, and doesn't settle for blandness.",9
"What a truly enthralling decade the 80's was. I'm truthfully not that into the zeitgeist, but man, was it a paramount era to the history of pop culture. And lately it has been resurrected into much of a contemporary subculture. From Sing Street to the upcoming Ready Player One motion picture, from MGMT to The 1975, mom jeans, hipster glasses—'nostalgia', so say them all, even though for the younger generation, it's mostly an all new trend made out of quirkier, stranger things (pun intended). And none of them fulfills me with the same surge of childish glee The Duffer Brothers' brain child imposes upon me.Stranger Things is a show that captivates my dissipating appetite for jaw- dropping fascinations and strange discoveries. It energizes me with zeals. It has me remember many mood-boosting things: John Hughes movies, Stand By Me (this one, very much), Star Wars (""Lando Calrissian!""), Star Trek (Ryder is Spock's abramsverse mom, c'mon), River Phoenix (Charlie Heaton, anyone?), ET, mutants and superheroes, familiar adorkable geekery and young love.From my inadequate description, you'd think it's a rainbows-and-unicorns kinda thing. It's not. It's a fairly dark sci-fi/thriller. But it's also a lot of pleasant things. A coming-of-age story, a love story, sometimes and more than you know, a comic entertainment. I think it was created with so much passion and enthusiasm that we all get to pass that on.From the flawless soundtrack to the Emmy-worthy production, direction, and performances, I'm all in. I've never seen an ensemble of more talented kids. Millie Bobby Brown gives me the Natalie Portman vibes, the whole package, down to her well-known intelligence. Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Noah Schnapp; I'm so in love with these kids that I sound like a pedophile.The Duffers have openly attributed their inspirations to their beloved 80's childhood. They paid homage to the likes of The Clash and Spielberg and Stephen King, and received one hell of endorsements in return. And I'm telling you, hop on and ride the hype. 9/10.",9
