Region,Review,Rating
East Asia,"Read plenty of recommendations and saw screenshots and this show looked beautiful with an intriguing premise.i could only get 25 minutes in. the boys are obnoxious, the dialogue is kinda stale, too many cliche lines. acting is equally obnoxious and just didnt hook me right. could be wrong but i dont see it getting to a place where its watchable to me, sorry",2
East Asia,"Well, the idea was very interesting and hooked me. Also the whole production looks pretty neat and was possibly made with a good budget. Already in the first episode you could unfortunately also see the problems of the show. The acting is so over-the-top at times that you cannot take it seriously. They completely ignore show-don't tell and over-explain every possible emotion that they are currently having. Then, with the beach plot, it goes off the rails. The characters become even more like caricatures, especially the evil ones. Probably for the teenage audience, the almost entirely young and hot members of the beach can only run around in bikinis. Then, the game in the beach makes everyone go completely crazy shooting everyone without asking why. You have flashbacks explaining why everyone is like they are now, which is sometimes hilarious. That dude sitting in his room all day becoming a sword fighter in a couple of weeks is as ridiculous as the dude being bullied and becoming a total psychopath. During the killing madness one former forensic scientist manages to find the time dissolving super glue and taking fingerprints of the ""murder""-victim (!) to prove the real perpetrator. How she was planning to take the prints of people running around hysterically I do not know. The only character that was interesting in this was the blonde calm and a little condescending dude. He had a lot of presence on screen and was acted very well. Well, maybe I wasn't the target audience. Good idea, less than mediocre execution unfortunately.",5
East Asia,"This is probably the best show Netflix has ever released.
The story-line is brilliant, the cast is amazing, special effects and OST are epic, and the acting is just insane.
This is one of those rare cases where the live action is way better than the manga... I binged the series about a month ago, and cannot seem to move on to my normal life. The obsession is real. Worth to watch and worth the hype for the upcoming season.Ps. Dori Sakurada and Tao Tsuchiya nailed their roles.",10
East Asia,"Can't stop watching!Just..one..more...episode.Sorry, your review is too short. Please try again.",10
East Asia,"When I heard that Netflix is going to turn a Japanese manga into a TV Series, I was pretty sure that it wouldn't work, because Netflix did this in the past (Death Note) and the result was awful. But this time, they left the Japanese to do the whole work and it totally worked out!In my opinion, Alice in Borderland is one of the best Series on Netflix. You want to see something that is going to freak you out and make you stuck with this show? Then Alice in Borderland is the best solution. The special effects are awesome and you can see the development of each character through the games that they play. Also the story line is really interesting!!! Love It!!!!",10
East Asia,Guys.. This was so disappointing and meaningless. The « actors » are so bad,1
East Asia,"I think this is the third time maybe when I write a review, but this tv show definitely earned my time and review.The story is amazing, is worth of Oscar and it t keps me on edge from the first episode till the last one.I don't want to give you details if what happens because I want you to enjoy it.",10
East Asia,"Episodes 1-4 terrific, Episodes 5-8 falls down. The probelm is the series changes after episode 4 where it was interesting to that point and then we end up in a beach community and it just goes pear shaped and makes little sense after that. The cards dont make sense either the numbers or the type. Whats the difference between a four of spades and a 8 of hearts? Sounds complex but when they are playing tag or hide and seek I cant relate to the cards anyway. Its nonsensical but still good for a part.",8
East Asia,"I get it that this is a great production, but the story and characters are just not that well crafted. Don't get me wrong, I'm very familiar with Japanese culture and the poker faces in most of the Japanese dramas and all, but despite the concept of the show was kind of interesting, this show is better enjoyed with your brain shut off.",5
East Asia,"So, for the first time in my life I watched and liked a Japanese show. Born out of boredom moretheless I watched it almost in a day.
The story of this coming of age/action packed/slasher series centers around Arisu. A young man who's done nothing noteble with his life sofar. Gaming is what he does. As on one good day the world as he knows it stops to make place for a surreal one which is almost empty. In order to stay alive he and his friends must participate in several death or alive games. As the story unfolds the viewers get not only to see a lot of action, but also interesting background about the key players.
Once you get over the language (here in Holland everything is subtiteld) you will find out that this is a very well written and acted series. It is fun to watch and you will be as curious for the next season as I am. Highly entertaining!",8
East Asia,"The pace, unpredictable nature and the intelligent manner in which the series is tailored always keeps you glued to the screen. Awaiting the new season that covers the remaining manga chapters",9
East Asia,"The idea behind it is quite interesting and offers a variety of paths to be explored, just like a video game, even though it's much more focused on puzzles and mind games, but...:The characters are too generic, just like an anime with horrible writing and no clear purpose. ^ (I've watched over 100 TV shows & anime and over 8000 movies) Which is why I can say that Chota is THE MOST MISERABLE character ever put on screen. Every time he appears it makes you cringe by what he says or does. It would've been more humane if he was killed of in it's first 10 min.Arisu is the generic good guy from every anime that has no qualities other than one. He mostly looks into the void and at the last moment comes with a solution, just to make him special over others that REALLY try to solve the puzzle. He is mostly surrounded by morons, just to make him look special.The only one who had a bit of potential was Karube, but he made Arisu look bad so... of course he was killed of.Honestly, from where the show is now, Chishiya is the most interesting of the bunch because of his lack of empathy, which is much more intriguing than ""I have a purpose"" anime cliche.All in all, below average show. Too many errors in character development, bad writing and no interest to follow any character, other than seeing what's the answer for the episode puzzle.",4
East Asia,"1st episode I'd give 7/10.
Cool idea, acting was quite ok and I was motivated to see more. Not many effects but everything was well made.2nd episode was a 6/10.
Quite ok and a good watch.3rd episode was a 5/10 and it already became boring and acting became worse. Also the game made no sense. My hopes that you could survive by being smart or anything (John Kramer, Jigsaw) got destroyed. In most games people must die without any reason.4-8 episodes were all 0/10.
Writing was a mess.
Acting was terrible. Really.
CGI was terrible.
Effects and physics were terrible.
And it made no sense and had nothing to do with the first episode.Overall a big disappointment and not worth watching. Trust me.Also the last 3 episodes were sooooo bad, I couldn't believe it. Nothing made sense.",1
East Asia,"This series is excellent. The storyline is unique and so well executed, the pacing is great and keeps you 100% interested at all times, and the characters are fantastic. The cinematography is so good and makes it even more enjoyable.The only thing that makes me dislike this series is the fact that I can never watch it for the first time again now! If you are a fan of the manga, then this show is one of very few live actions that absolutely does it's manga justice. If you have never read the manga or have any interest in doing so, then that doesn't matter at all. This series is very enjoyable whether you are a fan of manga or anime or not - and as long as you don't mind subtitles, I think any dystopian thriller/adventure lover will want to watch this one.",10
East Asia,Cool plot but the huge cringe moments constantly thrown at you are sometimes at the edge of throwing you off... Several times ive almost given this up but what kept me watching was the plot that kinda evens out the cringeness. So many clichees and strange dialogues... Can only give 5/10,5
East Asia,"Plot: at the beginning it takes a while before it starts running but it is really good! It has quite a good pace and it's intriguing.Actors and Actress & Acting: well, I guess that everyone is quite used to watch American stuff, so watching something with Asian actors and actress will be a little strange at the beginning, but at the end they wont disappoint you so much.Soundtrack: particular but for this kind of show I think it is good!Conclusions: At the beginning you'll have to have some patience before it starts running. Then it takes its pace.
There are just few moments that will makes you wrinkle your nose for some behaviours or just for some absurd things, but in general is a very well done show, above of some others that are more famous then this one.",9
East Asia,"Whole combination of maze runner, final destination, saw, among us, escape room aur hunger games. Loved the series. can't wait for season 2 to be out.",10
East Asia,"I liked the glimpses into normal Japanese life it gives, and somehow the regular scenes of empty Tokyo were also cool. However, the acting (please close your mouth Asugi?), and the complete lack of consistency later on (once at the 'Beach') just get annoying, ruining any sense of mystery.Such as -- why doesn't anyone use the resources of an abandoned city? Canned food, comfortable houses, generators. Or weapons, which might occasionally come in handy. There's one 'game' where they manage to beat someone with a gun -- but they don't take the gun after they beat them, which might simplify things for the next fight.They also seem to have painted themselves into too much of a corner with power of the gamemasters. Lasers from the sky, phones in the lobby, essentially god-like abilities with no apparent limits or explanation. At the start it's okay as part of the mystery, but later it becomes too much. (Did someone take that tiger out of a cage? Bring it to that place, and then carefully let it go, after goading it to be hungry enough to attack? And then come collect it later).And it tries to be gritty and real, but then mixes in people punching out tigers and bopping about in bikinis in an apocalypse. Nice to look at, but made no sense. If you don't feel there's actually an interesting solution to the mystery, you lose interest in resolving it.I would have liked a bit more of an exploration. How can you maintain any power structure when you need to go randomly fight for your life every few days? Can those laser punch into the earth? If I'm in the basement underneath you, do you just get killed too? Instead you just get a bunch of over-dramatized yelling at each other. I guess it's supposed to be anime/manga, but it didn't work for me.",3
East Asia,"This series is rather true to the original manga, but at the same time, the characters look realistic (sometimes when they try to stick with the original material, you get some ""colorful"" characters that are not very realistic).
I really hope they make a 2nd season (probably no 3rd though, seing how they wrapped up things in season 1, they won't have enough for a 3rd, except if they have some fillers (origin stories and parallel stories) like in the manga).
All in all, good acting, great scenery, great filming, CGI are decent.",9
East Asia,I am amazed by the series. The story is deep and contemporary at the same time.,8
East Asia,"Just finished watching and I loved it from the start to the finish. I thought the story, setting, acting and effects were all bang on. Anyone who's every watched battle royal will enjoy this. The brutality isn't as in your face and graphic as battle royal, but Its still not lacking in that department. Every episode ends with more questions then answer (in a lost kinda way) but it will keep you watching. I highly recommend. I'm looking forward to season 2.",10
East Asia,"First few episodes are amazing and really gripping but as soon as they get to the beach house everyone seems to loose logical thought and forget they have to compete in these death game's!
Characters make illogical jumps and assumptions constantly, and deliberately withholds information from the audience to create the twists.
Perhaps my biggest gripe is the completely inappropriate way everyone dresses for games they know might be physical and need to run in!If you really love dystopias you'll probably still enjoy it but it gets very silly",6
East Asia,Its so bad that it becomes enjoyable. Pure cringe and nonsense but I wouldn't mind a second season.,1
East Asia,"Amazing,
Japanese are so damn creative! This show is underrated",10
East Asia,"Battle Royale was a movie that I enjoyed tremendously. It's one of those movies that I can watch over and over again. Alice in Borderland shared similarities and it kept me glued to my TV.I watched Alice in Borderland on a whim because I like shows that incorporates games as a means to survival. The games are deadly and messed up and I was here for that. Granted 8 episodes are short to introduce a whole bunch of characters but at the same time but I thought the production team did well to weave in the main storylines of the root characters. You get to understand who they were and how the hell did they end up trapped in this game.I did not read the Webtoon so I went into Alice in Borderland as a brand new consumer and from my pov, Season 1 did not disappoint!The set up of the games are simple, rules and objective are clear: Survive or die. The introduction the 52 decks of cards, setting them as levels of the types of games you will play is interesting. The show also did not disappoint in the gore.I don't want to get into the details and ruined the experience of a first time watcher. I went headfirst into the show and left with wanting more. 8 episodes was too short and I needed more!I am extremely looking forward for season 2 and the next set of games!",8
East Asia,"Go and watch it,I'm 100% percent sure that you'll like it",10
East Asia,"As the title suggests, I did not like this series at first... but then I am not a of Japanese anime or some of the other odd things they do (their game shows spring to mind)....However, this series just got better and better and I would encourage anyone who is curious by the series to stick with it, as it has more going on in each episode than initially meets the eye. For example, in each episode there is a clue early on that gives the answer towards the end... what that clue is, I never noticed until they pointed it out... but I thoroughly enjoyed learning what it was.So the good and the bad:It gets off to a rocky start. Unless you are a Japanese film, or anime, fan you might be inclined to turn it off early on.The acting from the main characters is good.However, the acting from the extras is lousy.The wardrobe department need a rap on the knuckles here (with the extras), everything is too contrived and too 'clean'The series had me hooked soon after the first episode and it only improved from there. I am looking forward to the second season.",9
East Asia,The show and the idea behind it is very good but also is very confusing. because many things do not make sense yet. I hope in season 2 we figure out about the games and its creature,6
East Asia,"First Japanese show I've watched. Started off a bit ropey but hang in there and you are rewarded immensely .
Violent and quite brutal at times. Looking forward to season 2.",10
East Asia,"During the show you'll be spending a hell of a lot of time wondering whether the cringey and, at times, simply flawed acting, the illogical twists and weird details (nearly every girl being semi-nude during the entire show) are part of some kind of new artstyle or whether they're just part of a not-so-great Japanese Netflix Original. Well, for me, it is the clear that the latter is the case here.",3
East Asia,"This series is truly a hidden gem. I am pretty sure that once you start watching, you just don't want to stop. Only one episode in but hooked. It is based on manga which is a retelling of ""Alice in Wonderland"" story and it is an ACTION-ADVENTURE-MYSTERY-TRAGEDY-THRILLER about chosen groups of people had moved to the game world, and they forced to conquer all the games that's about death and life. On the same page, they need to participate and conquer the games in order to survive in limited factors such as time, cards, etc. For the beginning, the show starts interesting and it made me not think about thriller. Anyway, after a few minites it reminded me it was still thriller lol. Furthermore, I was ridiculous and curious a bit when they moved to the alternate world that had the stuff same as the actual world but there're only chosen people had lived in this world, so they can stay in luxurious places with Michelin food without paying. By the way, I really have to say that the storytelling, characterization, hooked point, and so on are all fascinating. Moreover, it can surprise me every episodes. Even though, sometimes I feel unbelievable with the characters' decisions and games' rules. But I love it when I tried to solve the problems with Arisu. It's literally fun!!! Like as the puzzle. Furthermore, the actors and actresses are great and they acted their character very clear and interesting. Plot is not complicated much but I really got hooked up with the scenes that Arisu and his friends joined the game, and I can't be waiting for watching what will be happened next. However, I recommend this series because I confirm it will give you a unique experience that you have never feel it with the others before.",10
East Asia,"What can I say .A ok series.plot was good but they didn't justify to make it pure class .
Many things happens so quickly and the 1st stage was like last stage .with very short time .so many things happening .in middle it's lost that twist and last episode was just . disappointment .but better then nothing to watch.",4
East Asia,"My favourite series is Alice in borderland because I think that this is the best series.
I love this series because there action, dangerous and even deadly games with sometimes only one survivor.
I like the actors, I find that they play their roles very well.
For my part my favorite actor is Nijiro Murakami in the role of chishiya.
This series is thrilling whit a lot of adrenaline.
If I had to rate Alice in borderland, this one would be 10/10.
For those who love action and who are not afraid of blood, I strongly recommend this series.",10
East Asia,"I really enjoyed watching Alice in Borderland. The characters are engaging and the story is interesting. Also, the fact that two the main characters die makes the show even more gripping since this kind of thing rarely happens !! and it's almost impossible not to cry at episode three..I really recommend this series if you like anything that revolves around dangerous games. ;)",10
East Asia,One of those odd ones that takes a while. By the time you get to e07 of S01 you may find yourself hooked.,8
East Asia,"This series is amazing. Unless you're a sociopath, it will have you feeling every emotion on the spectrum. Happy, sadness, anger, anxious and it will even cause adrenaline spikes. I certainly recommend this series to both friends and family. You can either watch it with English dubbed voice overs or its original Japanese language with English subtitles. Definitely try it out! Great story and great character development.",10
East Asia,"The theme is okay but there have been way better movies using it ( see as the god's will ) . The plot holes are constant and in one extent that the series are a whole mess . The death games are boring , the characters shallow and stiff and the cinematography plain . There are 0 likeable characters I swear , their back stories make no sense + the series drastically changes in the 3 episode and it's still bad . Aw and the worst thing is definitely the pace ITS SO SLOW nothing literally happens for like the whole episode . This could be like 5 minutes episodes , still trash but not such a big waste of time",1
East Asia,"I honestly watched this and it was instantly my kind of thing. Play the game or die, win the game or die.The concept of the cards representing the difficulty of each game was actually a nice touch too. The cliche 1 second before the game kills you actually put me on the edge of my seat so many times and it made me want to watch more. I don't really watch series because they drag on but this definitely got me hooked.I really recommend this. If you like twisted reality, parallel universe, play sadistic games or you die then this is your kind of series.",9
East Asia,Watch the cards this ain't for the money But your life depends on it. Sweet concept I would probably fold. Stay alive crazy concept and it's really good. New fan. . Love it.,8
East Asia,"Starting to the end of the series, the character build up and friendship between all three of them are good .A top notch performance by Alice in acting individually. Building up the characterisation and leading to a terrific ending which kept a suspense through out the ending of the seasonBig Hope for 2nd seasonThank you.",8
East Asia,I have never watched a Japanese series before and I am not used to watch anything else than English or Swedish movies and shows but I loved this one!I would really recommend it! Can't wait for season 2.,10
East Asia,"Review of Season One:ALICE IN BORDERLAND is a Japanese Netflix TV show based on a popular manga (as are so many). I'm just done watching the eight episodes of season one and I'm blown away by the quality of the series. It's very much like an updated BATTLE ROYALE, with a sudden apocalypse followed by incessant life-or-death games that our protagonists have to play through to earn playing cards. Imagine THE CRYSTAL MAZE but with killer lasers and arterial spray instead of Richard O'Brien waffling on about mumsey and you've got it. Excellent quality throughout and a great mix of plot, character, FX and action. What impressed me most is the consistency of this one, usually a show has some weaker episodes but I rated all of them 7/10 or above, so it gets a 9/10 overall from me. It really is that good and I'm eager for season two.Review of Season Two:Oh dear. Season 2 is a big let down and drop in quality from the first one. There are eight episodes and at least half are filler. Some of the action involving a guy marauding with armour is fun but hardly a 'game'. There are a couple of really good games here but most are rushed through too quickly. The last episode, which explains the whole plot from the beginning, is appalling. Average at best, this one.",7
East Asia,"I am amazed at how many people give a 10/10 grade after watching just 1-2 episodes (please don't do that) or a 1 or 2/10 complaining about cringeworthy acting and bad dialogues when they've watched subbed versions (noone's expected to understand japanese, but can you not read subtitles??)
In truth, at least for someone who hasn't read the manga, it is an interesting show with an exciting premise that falls kind if flat after our leads get to that beach. It does have a few characters that scream ""manga"" like the annoying Cheshire cat guy or, worse, the tattooed freak, but even with those the show remains entertaining and watchable to the end, even if it loses its grip plot-wise. Season 2 will be a challenge for the scriptwriters, but personally I will give it a go.",7
East Asia,"Great adaptation of the manga.Great cast, exactly what you would expect from a manga adaptation.",10
East Asia,"All I can said is that this series really know how to keep me to watching al of the episode, because this series really have a brilliant opening and ending. It's really exciting from the first to second episode but feels boring in the middle, but when you reach the three episode before the ending, it's getting moreeee complicated and all you can do just watch it till the end. Because trust me, the ending was amazing haha.",8
East Asia,They have changed a lot of scenes that shouldn't have been changed from the manga and the acting is a meh for me like I prefer the secondary characters acting better than the main lead one.,5
East Asia,"I haven't read the manga, but it feels like a much more appropriate means for this story, being live action the entire series comes off as silly, the characters are not believable as human beings at all and every single episode you´ll have a mental breakdown wondering why they consistently act in the most autistic way possible. DO NOT BE FOOLED BY THE HIGH RATINGS, as I was, this show isn't that bad if you´ve had a lobotomy beforehand. The first episode shows soo much potencial but in every following one the quality drops. Soo many avenues go unexplored, soo many nonsensical decisions, its a good apocalypse scenario but the every one in it dropped 100 IQ points as soon as it started. I may be a little too harsh in this review, if you´re not one to overanalyze the decisions of every character chances are you´ll enjoy this show, but if, like myself, you cant stand people acting like they might forget how to breath at any minute then give this one a pass.",4
East Asia,"This is without a doubt one of the worst things to ever be created. Don't even bother watching it because you will become less of a person for it. It is simple indoctrination material to become an immoral, disgusting, pig. Please don't give this crap a good review unless you are a disgustingly evil person. If you like this show you will probably go to HELL!",1
East Asia,"I will admit that I am not familiar with the source manga though obviously I am with the Alice in Wonderland. That said, this is great ride, likeable characters, great effects and an all round solid performance.As an aside, I do often wonder about a slight anti Asian bias creeping in on some of the reviews particularly when it comes to acting where it is always characterised as ""wooden/stilted"" or ""over-acting"" different cultures have different aesthetics and cultural norms when it comes to social responsibility and the like, I get the feeling people don't appreciate that...Anyway, if you like a cracking story with overtones of ""Battle Royale"" and ""cyberpunk"" then you will love this, I for one am looking forward to seeing the game masters and the queen of hearts.",8
East Asia,"Super kinetic series that loses it's way towards the end but brings you back in with a nice finale leaving you wanting season 2 now! If you love manga & Japanese action thrillers like Battle Royale & Tokyo Gore Police, you'll like AIB. I've not read the AIB manga but this makes me want to.It's like Cube meets The Running Man. Highly recommend.",8
East Asia,"A grisly production. The effects, particularly when town scenes look like models sitting on an animator's desk, are often subpar. Rather than try, again and again, to create wide views of districts in Tokyo, sans the populace, the creators might have done more through the subtlety of suggestive framing, thereby prompting the audience to contribute more through their own imagination. With a different approach to visuals and editing, this could have been an atmospheric, haunting viewing experience. Instead, the clank and din of the show's overly literal graphics served up grotesqueries, but little beauty. A production with a much smaller budget could have made use of a warehouse for a few days and served up less of an emetic.",6
East Asia,"I think it is the best Netflix series, I have seen...",10
East Asia,"I was so shocked to see another review on here stating that the show got progressively worse as it went on ""like most other Japanese TV shows"", and I'll agree that this is quite often the case with series of this type, but honestly in this case I could not disagree more.This show is an absolute masterclass in modern Japanese storytelling and it's maintained right through to the final episode. I watched it in the original Japanese with English subtitles but paid close attention to the references to characters from the famous Alice in Wonderland stories.There is unfortunately some cases of poorrepresentation of female characters, in that many are fully able, combat-trained survival types that are somehow suddenly and inexplicably incapable of fighting off weak, petite boys trying to subdue them... but other elements of the show give hope that representation and inclusion in Japanese films may be changing for the better.That aside, every episode is a thrill ride of its own, full of hidden messages and unique shots of a deserted, lifeless Tokyo that's practically impossible to imagine. I am desperately awaiting a second season and will welcome it with open arms.",9
East Asia,"All the episodes are very good exept 5th one !Graphics are lit
Fast screenplay!",8
East Asia,"This is like ""Maze Runner"". I am kind of disappointed as I had high hopes about this. It felt like watching getting killed in different ways. Okay,the male lead is okay with his awesome skills but no one can solve the puzzle except him. Why? Are these are too dumb? And the ending was really the worst thing that could happen. The leader kills everyone just because they influence his friend(the previous leader)!! Isn't it really funny? He killed his friend that doesn't matter at all but his friend was influenced and that got him killed in his own hands matters??.",5
East Asia,"I felt this was a series of almost two halves. It started really well and it was visually interesting, good story, involved characters. But as the series progressed it got less interesting. The last episode in particular I thought was full of time fillers and pretty boring. It could have done with being a six episode series and that would have smartened the editing, which may have helped retain the tension that was there at the start and non existent by the end. Worth watching, just be prepared for it to fizzle out. Th7/10.",7
East Asia,"I liked alice in borderland a lot, and a season 2 does sound interesting, not sure if its already out or? Im definitely interested in the manga/anime. But the plot was good, my favorite character would be chisiya by far. I cried a bit watching the episode where his friends were blown up, but overall it was great. Im sure the acting couldve been better...",8
East Asia,"Interesting concept. Extremely poor execution. You don't care about the characters (they're all annoying stereotypes), the acting is terrible, the English dubbing is terrible, the dialogue (English subtitles) is stilted, people don't act like actual human beings, and everything takes so long to happen. There's dozens of scenes just waiting, lingering on something we already know is going to happen - just get on with it!As the title of my review says, it's a great way to get bored to sleep then startled awake by random loud noises.",4
East Asia,"Painful expressions interpret all emotions. I cannot understand actor's try to express, and he is crash anytime.",5
East Asia,"I wish it wasn't based off a comic book. The main character gives off the vibe of an anime protagonist and it gets annoying at times. The episodes with the games are really thrilling and good but outside of the games it's just an okay story. It's goring and violent with a lot of twists, it's just the characters I don't really like. If you love anime you'd probably enjoy this show a lot more.",7
East Asia,"It's filled with many ""bad"" little things that just ruin the whole show. The acting can be very very cringe sometimes. The whole series just feeling like a teenage show and not something for grown-ups.At the same time, there is some potential in the story, there is some very good suspens, but that's about it. SO i would not say this is a horrible show, but at the same time, I wouldn't say this is a good or solid show.If you have really nothing on your watch-list, and you pretty much saw the major highly-rated tv shows, then watch this while waiting for another good show or another season of your favorite show.",7
East Asia,"The serie consists of lots of twist, which help maintain your interest!",10
East Asia,My brain got rapped watching the next half of the show.,6
East Asia,It has been a very long time since there has been something on this level. Very very impressive. When is season 2?!?!,10
East Asia,"Let me start off by saying that the story indeed does have some plot holes, and there are definitely parts where you need to let some poorly worked out details slide to keep yourself hooked, but other than that I found it quite enjoyable.Sure, its a pity that such a good premise wasn't worked out to the fullest since the premise had so much potential in itself, but I do feel people are being to harsh on it. If you take the story for what it is (fantasy) than anything is possible, including the more unbelievable decisions made in the plot.",7
East Asia,Arisu is a young man who is the youngest heir in a well known family. He is careless and lives his life the way he want to. He has two friends Chota and Karube who are his only friends. One day they find themselves inside a game where they have to complete tasks assigned by an anonymous person. The difficulty of the game is shown by cards.It is an interesting series which gets you hooked on to it from the first episode itself. It only has eight episode s so we can watch it in go.,8
East Asia,"This show is one of the greatest shows of this decade! So well-produced & put together! I loved every episode, every question, every answer!",10
East Asia,I liked it so I had to leave a review and hope for more seasons . Very nice adaptation of the manga . Good actors and suspenseful atmosphere.,9
East Asia,"A well crafted movie with, amazing set designs and plot just gets intriguing.Actors have done absolutely well, this is a show where suspense never dies and surprise never stops coming.",8
East Asia,"The show's premise was actually good, if they had stuck with the same formula this could have been a lot better. Unfortunately, everything hit rock bottom with the inclusion of the bikini utopia. The plot became more ludicrous as we progressed through the beach arc. The show just randomly throws around flashbacks. There are these really sickening characters, the show wants you to sympathise with by showing their repressed past.Also stop making live action an exact copy of the manga or anime, there are some elements, that only work in anime. Including that in a live action only comes off as cheesy and cheap. This live action ticks all the boxes of the anime trope. What could have been a great survival show, ends up in the landfill of live action dumpster fire.",5
East Asia,The plot is amazing and every single episode is worth to watch. Some people say it got bad after the third episode but i definitely don t see it this way. The actors did their job well. I havent read the manga yet but i can t wait for season 2!!,10
East Asia,It's a great survival game series. The concept is really impressive. The story line too. And the characters development and acting are so flawless.But I got dissapointed the fight sences of the sword guy and the girl(in real he's a guy). Anyway waiting for the season 2. I recommened it.,8
East Asia,The fireworks few episodes is good to watch. It was so excited. But when it comes to the beach scene i was like whoaa what the hell is this? It got me bored and stop watching. What a waste.,4
East Asia,"It's a good show i love the plot, it really made me fluttor cuz how sad that they being stucked there. But for the plot i guess it is too fast so i don't really enjoy the game.",8
East Asia,I enjoyed it till the end. About how the story rolls towards the ending that reminds me of Black Mirror.,10
East Asia,"Fast pace, unusual events, great setting and camerawork... Minus point is 'beach', it was a bit too long and unnessecary. Waiting for S2!",10
East Asia,I still have no clue where's the hype coming from. Characters development is soooo bad and I dont even feel emotionally connected with any of the characters. The show gets really cringey after the third episode. I forced myself to watch it till the last episode because I was hoping everything would finally make sense at the end but nope.,3
East Asia,"This would be a 10 if it wasn't for the main character's personality. I mean, it's like a depressive emo complaining and whining about life instead of trying to figure out what's going on and how to survive. I would prefer to see a different development where the character deals with what's going on with a strong mentality. Instead we have this whining little b****, and even though it's realistic, it's not interesting to see as a main character.For me this didn't work and it was the only problem with the series. Other than that it's awesome.",8
East Asia,"The writing's not the best, the acting's not the best, there are plot holes, people get lucky for plot convenience or because it looks cool, and the exposition's not the best, leading to moments that are supposed to be emotionally deep but fail.It's also got your usual mix of cliché anime characters; the smart one, the cool one, the wimpy one, the tough one, the bad guy's weird and creepy henchmen, etc.But, the concept is interesting and so are the games, and the sets are well designed too. So it does keep things entertaining enough to sit through it. Although, it's a good thing it was only 8 episodes, because even that started to drag a bit.Since there are enough good and bad elements, it lands at a solid 5/10.",4
East Asia,This show was so fun to watch! I especially loved the courage Arisu has despite the amount of heartbreak and physical pain he's been through.,8
East Asia,The games that they played are challenging. It is not meant for the faint-hearted / dim-witted...,8
East Asia,"A unique and very enjoyable look at how humanity reacts to forced violence. I enjoyed the characters and the twists and turns. I also enjoyed having a flashback to each character's past, it had me feeling sympathy for even the worst villains, well, except creepy tongue jerk. His explaining of rape whilst licking his victim made my stomach churn, but then that's just good acting!",8
East Asia,"Got hooked to the series after the first few episodes. The plots, the thrill in most of action scenes give chill down the spine. I love how unpredictable it is compared to other survival series. Highly recommend!",10
East Asia,So bad. This could have been so good one. So many unlogical mistakes.,5
East Asia,"Over-the-top acting, extremely stereotypical characters, no emotional connection to any of the characters, predictable characters as how you can tell which ones will live and which ones will survive, and an incredible amount of frustratingly illogical decision making by all characters throughout the show. If you are under the age of 14 or only watch anime, this show is for you. If you are over 14 or have never watched anime before, do not waste your time with this show; you will be extremely disappointed.",2
East Asia,"I have started this after the hype started around Squid game. It was on my watching list for a longer time, but i never came to watch it.The beginning of the series caught my attention. It has a great and interesting story line, which wants you to know more about the story. In my personal experience, I had a hard time getting attached to the characters or understand them. At some stages in the series, the development of the characters were too fast. On the other hand, some scenes and episodes were extremely slow. I think if there would have been a balance here, the series would have come off better.Overall I think it is a great series. The games in which they participate are interesting enough, but may also seem obvious while the characters obviously play dumb. I'm curious about the second season, since some questions are still unanswered. I'd recommend you to watch this if you are in for a mystery! If you are doubting to watch because of the gore, in my opinion it wasn't that bad. There are no jumpscares and you will know when something is gonna happen!",8
East Asia,"I warched through the whole series and it's a masterpiece, there's a character development , you are pretty much unable to tell what will happen next thought after it's happened it's still make sense, unlike the boring Hollywood movies where you can tell what will happen from the first 2 minutes .All of the people's who's complain about the beach part pretty much don't understand it how the game's working, belive me if you use your brain for a bit everything will make sense .SPOILERGathering is a human thing , ofcourse the elderly people's will mostly die quickly in this world since most of the game require either sacrifice or strength. Also the beach was never a charity people's gathering there to survive and not to help.And the main reason for the beach is the 10 of heart
Heart means playing with people "" heart"" 10 is the difficulty and agame with this difficulty only can happen in a large group .",10
East Asia,"This show started out great. There was a real sense of suspense and mystery. The images of an empty Tokyo, and especially the Shibuya scramble, looks outstanding. Save for some green screen fuzz in their hair, the environment looks absolutely real. The story in the first half is engaging and the acting quite good, with very little of the Japanese style overacting which is far too common.And then we get to the beach where the show falls flat right on its face. The show loses momentum and its mysterious appeal. The isolation in the first part of this show really worked in its favor, but once they get to the beach seemingly half of Tokyo has shown up there to party. The beach is riddled with bad actors, especially the guy with the assault rifle and the guy with face tattoos and a katana. Everything they do is so over the top. They have drama school rejects written all over them.Perhaps this is a very faithful adaptation of the manga. Supposedly the manga was inspired by Lewis Carroll's Alice in Wonderland, but I don't see how except in the most superficial sense in the form of a couple of the characters' names. If there is a second season I'll probably watch it, but if I said I'm dying to see it, that would be a lie.Edit: Well, season 2 was also stretched pretty thinly. It felt like we spent almost an eternity at the container park and the prison. But the ending was very beautiful, which was enough for me to raise my score by one star. I've read about the comic on which this show is based, and it seems like the characters, the antagonists in particular, are more fleshed out. Because I felt like they lacked motivation, especially considering the ending.",6
East Asia,"Chaos, madness, blood, tears... Not for lighthearted.",10
East Asia,I absolutely love this series and can't wait until season two. Haven't read the manga. Can't wait to find out more of what happened to get rid of basically all the people and why some are left but they have different timelines. And where do the lasers come from? And is everyone who disappeared gone or are they still somewhere? Aaand when will they find the dressed cards?,10
